minDistance,,,minDistance2,,
array size,nanoseconds,operations1,array size,nanoseconds,operations2
6738,153756541,45400644,6738,88485781,22696953
6739,154263127,45414121,6739,87800988,22703691
6740,154118070,45427600,6740,90486817,22710430
6741,154763320,45441081,6741,89809617,22717170
6742,154101942,45454564,6742,109770468,22723911
6743,154101110,45468049,6743,109296825,22730653
6744,154201952,45481536,6744,90570515,22737396
6745,154352229,45495025,6745,97538299,22744140
6746,154189136,45508516,6746,113663101,22750885
6747,154521499,45522009,6747,112890008,22757631
6748,154779012,45535504,6748,98138587,22764378
6749,154517182,45549001,6749,110827781,22771126
6750,154810839,45562500,6750,106559805,22777875
6751,154288025,45576001,6751,97898946,22784625
6752,155152123,45589504,6752,90376587,22791376
6753,154354252,45603009,6753,90235282,22798128
6754,155409793,45616516,6754,90132472,22804881
6755,154686105,45630025,6755,90228420,22811635
6756,155203547,45643536,6756,87832038,22818390
6757,155040493,45657049,6757,88006391,22825146
6758,154876598,45670564,6758,88288771,22831903
6759,154869833,45684081,6759,88084187,22838661
6760,155170517,45697600,6760,88627158,22845420
6761,155065749,45711121,6761,88117969,22852180
6762,156733870,45724644,6762,88646991,22858941
6763,155451471,45738169,6763,87982549,22865703
6764,155042627,45751696,6764,86749416,22872466
6765,155271335,45765225,6765,85940707,22879230
6766,155467457,45778756,6766,86999774,22885995
6767,155298202,45792289,6767,86350170,22892761
6768,155280784,45805824,6768,86672795,22899528
6769,155541604,45819361,6769,86032437,22906296
6770,155354345,45832900,6770,86512886,22913065
6771,156223341,45846441,6771,86247229,22919835
6772,155600563,45859984,6772,86134984,22926606
6773,156210176,45873529,6773,86165531,22933378
6774,155530377,45887076,6774,86210510,22940151
6775,156866378,45900625,6775,86564762,22946925
6776,155791360,45914176,6776,86387505,22953700
6777,158993896,45927729,6777,86568491,22960476
6778,156008488,45941284,6778,86554742,22967253
6779,156621876,45954841,6779,86438162,22974031
6780,156047891,45968400,6780,86473901,22980810
6781,156443315,45981961,6781,86672314,22987590
6782,155987431,45995524,6782,86958692,22994371
6783,156606837,46009089,6783,86571182,23001153
6784,156174296,46022656,6784,86575066,23007936
6785,156574534,46036225,6785,87225349,23014720
6786,156526487,46049796,6786,86749894,23021505
6787,158223792,46063369,6787,86640547,23028291
6788,156542405,46076944,6788,86863089,23035078
6789,156855926,46090521,6789,87244449,23041866
6790,161686669,46104100,6790,89783136,23048655
6791,158788304,46117681,6791,86789799,23055445
6792,156471834,46131264,6792,87007041,23062236
6793,157443746,46144849,6793,87099548,23069028
6794,156760557,46158436,6794,87704825,23075821
6795,156722249,46172025,6795,87057202,23082615
6796,156538571,46185616,6796,87111757,23089410
6797,156475565,46199209,6797,87623244,23096206
6798,156937462,46212804,6798,87155578,23103003
6799,156543592,46226401,6799,87567245,23109801
6800,156624004,46240000,6800,87158144,23116600
6801,156688060,46253601,6801,87540542,23123400
6802,156985186,46267204,6802,87062319,23130201
6803,156962757,46280809,6803,87706069,23137003
6804,156862527,46294416,6804,87182835,23143806
6805,156963627,46308025,6805,87758524,23150610
6806,157224177,46321636,6806,86970280,23157415
6807,157051650,46335249,6807,87713827,23164221
6808,157224520,46348864,6808,87273166,23171028
6809,157526982,46362481,6809,87690843,23177836
6810,157505398,46376100,6810,87172028,23184645
6811,157240536,46389721,6811,87238631,23191455
6812,157868495,46403344,6812,87360710,23198266
6813,157412324,46416969,6813,87231902,23205078
6814,160609177,46430596,6814,90564875,23211891
6815,162148949,46444225,6815,87559073,23218705
6816,158427353,46457856,6816,87385155,23225520
6817,157598674,46471489,6817,87415897,23232336
6818,158450363,46485124,6818,87329287,23239153
6819,157628667,46498761,6819,87362858,23245971
6820,158935492,46512400,6820,87590311,23252790
6821,157861176,46526041,6821,87457493,23259610
6822,158688417,46539684,6822,87989290,23266431
6823,157749191,46553329,6823,87779334,23273253
6824,158702671,46566976,6824,87584611,23280076
6825,158302759,46580625,6825,87674980,23286900
6826,158830967,46594276,6826,87648538,23293725
6827,157898154,46607929,6827,87611748,23300551
6828,158666899,46621584,6828,87924838,23307378
6829,158126613,46635241,6829,87658082,23314206
6830,158803783,46648900,6830,88067206,23321035
6831,158210230,46662561,6831,87663819,23327865
6832,158916947,46676224,6832,87864018,23334696
6833,158226082,46689889,6833,87785819,23341528
6834,158808755,46703556,6834,88204434,23348361
6835,158439835,46717225,6835,88284709,23355195
6836,160016180,46730896,6836,87828235,23362030
6837,158626585,46744569,6837,87948271,23368866
6838,159226226,46758244,6838,89770575,23375703
6839,159300109,46771921,6839,87961613,23382541
6840,162423818,46785600,6840,88026429,23389380
6841,158672707,46799281,6841,87990163,23396220
6842,159410584,46812964,6842,88283001,23403061
6843,158779655,46826649,6843,88038793,23409903
6844,160744134,46840336,6844,88089278,23416746
6845,159026629,46854025,6845,88211152,23423590
6846,159555899,46867716,6846,88331660,23430435
6847,159051533,46881409,6847,88187013,23437281
6848,161221028,46895104,6848,88230094,23444128
6849,159220229,46908801,6849,88215216,23450976
6850,160724693,46922500,6850,88511255,23457825
6851,159919008,46936201,6851,88247714,23464675
6852,161107685,46949904,6852,88334949,23471526
6853,159283511,46963609,6853,88455780,23478378
6854,159737387,46977316,6854,88517132,23485231
6855,159588371,46991025,6855,88489630,23492085
6856,161296685,47004736,6856,88391585,23498940
6857,160189052,47018449,6857,88633295,23505796
6858,160279765,47032164,6858,90975887,23512653
6859,160208070,47045881,6859,88583422,23519511
6860,159965698,47059600,6860,88563516,23526370
6861,159552334,47073321,6861,88706992,23533230
6862,160771661,47087044,6862,88920408,23540091
6863,159558165,47100769,6863,88711303,23546953
6864,163000700,47114496,6864,88642669,23553816
6865,159737233,47128225,6865,89038182,23560680
6866,160504276,47141956,6866,89058641,23567545
6867,162096568,47155689,6867,88870499,23574411
6868,160318063,47169424,6868,88810337,23581278
6869,159953689,47183161,6869,88954149,23588146
6870,160395741,47196900,6870,89154511,23595015
6871,164656521,47210641,6871,89265088,23601885
6872,161899674,47224384,6872,93693688,23608756
6873,160703041,47238129,6873,89252720,23615628
6874,160918194,47251876,6874,110788638,23622501
6875,181729452,47265625,6875,89130078,23629375
6876,161471229,47279376,6876,90137755,23636250
6877,164196655,47293129,6877,89227841,23643126
6878,161848822,47306884,6878,90640017,23650003
6879,160555819,47320641,6879,88881950,23656881
6880,160853247,47334400,6880,89060613,23663760
6881,160506872,47348161,6881,89112556,23670640
6882,162458166,47361924,6882,89461078,23677521
6883,160917925,47375689,6883,88958933,23684403
6884,161425439,47389456,6884,89289861,23691286
6885,160864616,47403225,6885,89184504,23698170
6886,162241037,47416996,6886,89412441,23705055
6887,161603535,47430769,6887,89375589,23711941
6888,161587691,47444544,6888,89527190,23718828
6889,161465465,47458321,6889,89448233,23725716
6890,162544495,47472100,6890,89416764,23732605
6891,161278129,47485881,6891,89500954,23739495
6892,161624559,47499664,6892,89351392,23746386
6893,161187745,47513449,6893,89429555,23753278
6894,161965078,47527236,6894,89457419,23760171
6895,161464345,47541025,6895,89266797,23767065
6896,161722291,47554816,6896,89448718,23773960
6897,163563318,47568609,6897,89519110,23780856
6898,163254343,47582404,6898,89506553,23787753
6899,161662919,47596201,6899,89670668,23794651
6900,162127894,47610000,6900,89762998,23801550
6901,161491094,47623801,6901,89518415,23808450
6902,163144371,47637604,6902,89841460,23815351
6903,161603763,47651409,6903,90062532,23822253
6904,162497189,47665216,6904,89674377,23829156
6905,162030649,47679025,6905,89554843,23836060
6906,164565603,47692836,6906,89720140,23842965
6907,161762791,47706649,6907,89682249,23849871
6908,162347735,47720464,6908,89875042,23856778
6909,162121612,47734281,6909,89714079,23863686
6910,164016325,47748100,6910,89771381,23870595
6911,162031499,47761921,6911,89868874,23877505
6912,162677809,47775744,6912,89914126,23884416
6913,162023082,47789569,6913,89876689,23891328
6914,163868212,47803396,6914,89815146,23898241
6915,163441840,47817225,6915,90884001,23905155
6916,163263374,47831056,6916,90245620,23912070
6917,162377379,47844889,6917,89966017,23918986
6918,163378598,47858724,6918,89929994,23925903
6919,162388107,47872561,6919,89964704,23932821
6920,162957669,47886400,6920,90038834,23939740
6921,163914657,47900241,6921,90033784,23946660
6922,163351991,47914084,6922,90061799,23953581
6923,162645402,47927929,6923,90161662,23960503
6924,163176370,47941776,6924,90228448,23967426
6925,162555527,47955625,6925,90640711,23974350
6926,162876863,47969476,6926,90235110,23981275
6927,163952710,47983329,6927,90772057,23988201
6928,162778600,47997184,6928,90213002,23995128
6929,162853160,48011041,6929,90840294,24002056
6930,162910700,48024900,6930,90331612,24008985
6931,162954248,48038761,6931,90986469,24015915
6932,163152987,48052624,6932,90435213,24022846
6933,163111566,48066489,6933,90903222,24029778
6934,167730280,48080356,6934,93184597,24036711
6935,165882545,48094225,6935,91489547,24043645
6936,163068770,48108096,6936,90740942,24050580
6937,164484254,48121969,6937,91891967,24057516
6938,163356359,48135844,6938,90733199,24064453
6939,164517349,48149721,6939,91476316,24071391
6940,163318124,48163600,6940,90766439,24078330
6941,163263359,48177481,6941,91580360,24085270
6942,164218526,48191364,6942,90803822,24092211
6943,163421602,48205249,6943,91248872,24099153
6944,163326549,48219136,6944,90938811,24106096
6945,163801356,48233025,6945,91123177,24113040
6946,163304833,48246916,6946,93547411,24119985
6947,164553956,48260809,6947,91011896,24126931
6948,163902478,48274704,6948,90770254,24133878
6949,164311636,48288601,6949,91497089,24140826
6950,163797007,48302500,6950,91114528,24147775
6951,164397353,48316401,6951,90912620,24154725
6952,163971688,48330304,6952,90936035,24161676
6953,164456015,48344209,6953,91128943,24168628
6954,165078715,48358116,6954,91134947,24175581
6955,164467818,48372025,6955,90953188,24182535
6956,164244709,48385936,6956,91151290,24189490
6957,165241385,48399849,6957,90995530,24196446
6958,164284777,48413764,6958,93820552,24203403
6959,164545938,48427681,6959,91065925,24210361
6960,164188258,48441600,6960,90984387,24217320
6961,164931706,48455521,6961,91128872,24224280
6962,165125955,48469444,6962,91088947,24231241
6963,164873351,48483369,6963,91121150,24238203
6964,165440948,48497296,6964,91316930,24245166
6965,164968724,48511225,6965,91152405,24252130
6966,164528523,48525156,6966,91847008,24259095
6967,165163157,48539089,6967,91160035,24266061
6968,165119305,48553024,6968,91219659,24273028
6969,165524490,48566961,6969,92112533,24279996
6970,165653724,48580900,6970,91744560,24286965
6971,165667292,48594841,6971,91400496,24293935
6972,166275770,48608784,6972,91933212,24300906
6973,165353499,48622729,6973,91811076,24307878
6974,165261954,48636676,6974,92106831,24314851
6975,164910252,48650625,6975,91656319,24321825
6976,164955403,48664576,6976,92210325,24328800
6977,165093900,48678529,6977,91884697,24335776
6978,165045810,48692484,6978,92207902,24342753
6979,165033065,48706441,6979,91764648,24349731
6980,165101836,48720400,6980,92793605,24356710
6981,165040300,48734361,6981,91766389,24363690
6982,165781297,48748324,6982,92610678,24370671
6983,165222261,48762289,6983,92011180,24377653
6984,165847077,48776256,6984,92325137,24384636
6985,165413786,48790225,6985,91804857,24391620
6986,166010206,48804196,6986,92108155,24398605
6987,165645052,48818169,6987,91890201,24405591
6988,166266980,48832144,6988,92354142,24412578
6989,165585857,48846121,6989,92239601,24419566
6990,166562312,48860100,6990,91887915,24426555
6991,165594501,48874081,6991,92009869,24433545
6992,166398461,48888064,6992,92231987,24440536
6993,165756473,48902049,6993,91865142,24447528
6994,166305100,48916036,6994,91995241,24454521
6995,166169800,48930025,6995,91943830,24461515
6996,166994973,48944016,6996,91961727,24468510
6997,165950495,48958009,6997,94889964,24475506
6998,166671133,48972004,6998,92063741,24482503
6999,166185876,48986001,6999,92091445,24489501
7000,166898920,49000000,7000,92195735,24496500
7001,166156764,49014001,7001,92076044,24503500
7002,167011042,49028004,7002,92084862,24510501
7003,166407277,49042009,7003,92738734,24517503
7004,171370314,49056016,7004,94954705,24524506
7005,168529956,49070025,7005,93023695,24531510
7006,166506230,49084036,7006,92500784,24538515
7007,167685196,49098049,7007,93506704,24545521
7008,166232208,49112064,7008,92544015,24552528
7009,166482859,49126081,7009,93143851,24559536
7010,166470219,49140100,7010,92706161,24566545
7011,166533032,49154121,7011,93220603,24573555
7012,166677605,49168144,7012,92432297,24580566
7013,167482902,49182169,7013,92621744,24587578
7014,166990641,49196196,7014,92624564,24594591
7015,167425851,49210225,7015,93189022,24601605
7016,167114512,49224256,7016,92442276,24608620
7017,167353241,49238289,7017,92755092,24615636
7018,167415536,49252324,7018,92551926,24622653
7019,169148728,49266361,7019,92970357,24629671
7020,167986174,49280400,7020,92604852,24636690
7021,167970534,49294441,7021,92704332,24643710
7022,167554654,49308484,7022,92637009,24650731
7023,168241323,49322529,7023,92599726,24657753
7024,167146310,49336576,7024,92864830,24664776
7025,168130055,49350625,7025,93091878,24671800
7026,167505068,49364676,7026,92746395,24678825
7027,168639267,49378729,7027,93031837,24685851
7028,167292178,49392784,7028,93552777,24692878
7029,167382458,49406841,7029,93360365,24699906
7030,167403267,49420900,7030,93991683,24706935
7031,167300255,49434961,7031,93115715,24713965
7032,167392454,49449024,7032,93747465,24720996
7033,167710887,49463089,7033,93425354,24728028
7034,167496101,49477156,7034,94943461,24735061
7035,167882253,49491225,7035,93080971,24742095
7036,168271538,49505296,7036,93183027,24749130
7037,168123100,49519369,7037,93285899,24756166
7038,168766410,49533444,7038,93080044,24763203
7039,168381092,49547521,7039,93115397,24770241
7040,168450218,49561600,7040,93231821,24777280
7041,168306391,49575681,7041,93143992,24784320
